DATE,LEDGER,REVENUE,UNITS
9/30/2022,"Full Suspension Bicycles-27.5""/650B",8280918.17,3081.51
9/30/2022,"Full Suspension Bicycles-29""",55104181.51,20478.40
9/30/2022,Full Suspension Bicycles-Not Specified,0.00,0.00
9/30/2022,"Single Speed Mountain Bicycles-26""",19322.21,40.93
9/30/2022,"Single Speed Mountain Bicycles-27.5""/650B",0.00,0.00
9/30/2022,"Single Speed Mountain Bicycles-29""",0.00,0.00
9/30/2022,"Unsuspended Bicycles-26""",2044184.13,4515.70
9/30/2022,"Unsuspended Bicycles-27.5""/650B",1856473.34,1566.67
9/30/2022,"Unsuspended Bicycles-29""",276915.30,681.16
9/30/2022,Unsuspended Bicycles-Not Specified,0.00,0.00
9/30/2022,Downhill Bicycles-Not Specified,0.00,0.00
9/30/2022,On-Bike Packs,5111663.81,106513.96
9/30/2022,Frame Bags,880449.38,25804.42
9/30/2022,Handlebar Bags,650171.26,16423.55
9/30/2022,Pannier/Rack Packs,2308239.05,23599.10
9/30/2022,Seat/Seat post Bags,1272804.12,40686.89
9/30/2022,On-Bike Racks,4402221.96,127769.03
9/30/2022,Bike Baskets,2181917.74,70299.68
9/30/2022,Front Bike Racks,86429.80,932.82
9/30/2022,Front/Rear Rack Sets,2481.65,55.16
9/30/2022,Rear Rack Frame,2028957.56,54340.07
9/30/2022,Rear Rack Seatpost,102435.21,2141.30
9/30/2022,Other Bicycles,22822412.03,71408.87
9/30/2022,Folding Bicycles,1450437.93,2731.98
9/30/2022,Other Bicycles,163822.68,137.73
9/30/2022,Recumbent Bicycles,1186808.04,970.70
9/30/2022,Stationary Bikes,18161314.64,63211.00
9/30/2022,Three Wheeler Bicycles,1806720.63,3751.48
9/30/2022,Unicycles,53308.11,605.98
9/30/2022,Pedals,9027722.96,209471.05
9/30/2022,MTB Clipless Pedals,2276523.60,23524.26
9/30/2022,Pedals Accessories,1452769.12,93259.73
9/30/2022,Platform Pedals,2956910.00,73245.35
9/30/2022,Road Clipless Pedals,2341520.24,19441.71
9/30/2022,Repairs/Maintenance,11701498.91,888384.88
9/30/2022,Bike Multi Tools,1384764.30,57221.61
9/30/2022,Bike Patch Tool Kits,669076.96,89980.07
9/30/2022,Bike Patch Tools,1828156.19,241183.02
9/30/2022,Bike Shop Tools,1837120.35,89494.13
9/30/2022,Lubes/Cleaners,5138450.62,406427.67
9/30/2022,Workstands,843930.49,4078.38
9/30/2022,Road,50833944.86,19538.47
9/30/2022,Cyclocross/Gravel Bicycles,16898521.39,7079.98
9/30/2022,Sport Performance Road Bicycles,31640522.79,11200.76
9/30/2022,Touring Road Bicycles,600744.03,383.16
9/30/2022,Track/Single Speed Bicycles,178675.91,594.23
9/30/2022,Triathlon Bicycles,1515480.74,280.34
9/30/2022,Saddles/Pads,7754837.60,176817.02
9/30/2022,Comfort Saddles,4063851.64,103496.87
9/30/2022,Other Saddles,248846.94,8008.21
9/30/2022,Pads/Covers,641084.75,38134.67
9/30/2022,Performance Saddles,2801054.27,27177.27
9/30/2022,Tandem,314128.31,470.84
9/30/2022,All Terrain Tandem Bicycles,0.00,0.00
9/30/2022,Comfort/Cross Tandem Bicycles,127083.01,317.44
9/30/2022,Road Tandem Bicycles,187045.30,153.40
9/30/2022,Tires/Tubes,34421525.09,2274080.25
9/30/2022,Other Tubes,1254013.92,164695.68
9/30/2022,Tire 12-24 Inch,1548890.99,78854.58
9/30/2022,Tire 26 Inch,3192909.36,124502.40
9/30/2022,Tire 27 Inch/700C/650C,10063490.99,206466.85
9/30/2022,Tire 27.5 Inch/650B,1484255.72,28110.58
9/30/2022,Tire 29 Inch,2638792.77,45145.16
9/30/2022,Tire OTHER,9857.98,493.78
9/30/2022,Tires/Tubes Accessories,1918229.30,169828.25
9/30/2022,Tube 20 Inch,1553906.67,191628.87
9/30/2022,Tube 24 X,673862.26,88039.99
9/30/2022,Tube 26 X,3946734.97,465851.18
9/30/2022,Tube 27.5/650B,773738.70,87611.44
9/30/2022,Tube 27/700C/650C,4324141.24,500447.85
9/30/2022,Tube 29 X,1038700.22,122403.64
9/30/2022,Trailers,4453532.12,24709.81
9/30/2022,Cargo Trailers,425198.72,2193.26
9/30/2022,Trail A Bikes,270824.39,1674.55
9/30/2022,Kid Trailers/Carriers,3757509.01,20842.00
9/30/2022,Trainers/Rollers,4507114.21,18835.19
9/30/2022,Trainers/Rollers,3826562.02,8501.19
9/30/2022,Trainers/Rollers Accessories,680552.19,10334.00
9/30/2022,Transit/Fitness,49763984.63,78783.33
9/30/2022,Commuter/Town Bicycles,5466677.52,9109.30
9/30/2022,Cross/Hybrid Bicycles,44297307.11,69674.03
9/30/2022,Water Bottle Cages,3907244.79,235075.18
9/30/2022,Water Bottle Cages,3907244.79,235075.18
9/30/2022,Wheel Parts,1828990.89,232546.90
9/30/2022,26 Inch Rims,23523.77,256.24
9/30/2022,27 Inch Rims,220.64,7.88
9/30/2022,27.5 Inch/ 650B Rims,117996.84,466.46
9/30/2022,29 Inch Rims,127250.53,558.58
9/30/2022,650C Rims,0.00,0.00
9/30/2022,700C Rims,88200.09,680.52
9/30/2022,Hubs,252913.53,1973.43
9/30/2022,Other Rims,19870.18,309.95
9/30/2022,Other Wheel Parts,845514.03,97283.20
9/30/2022,Skewers,106784.26,5025.63
9/30/2022,Spokes,246717.02,125985.01
9/30/2022,Wheels,7389114.74,32492.17
9/30/2022,<=24 inch Front Wheels,16857.68,245.49
9/30/2022,<=24 inch Rear Wheels,20731.22,304.61
9/30/2022,<=24 inch Wheel Sets,61311.20,4941.24
9/30/2022,26 inch Front Wheels,47715.76,712.62
9/30/2022,26 inch Rear Wheels,97472.77,1231.41
9/30/2022,26 inch Wheel Sets,249945.77,3153.07
9/30/2022,27 inch/ 700C/ 650C Front Wheels,1116571.78,2629.05
9/30/2022,27 inch/ 700C/ 650C Rear Wheels,1332328.34,3434.61
9/30/2022,27 inch/ 700C/ 650C Wheel Sets,2032078.08,8094.32
9/30/2022,27.5 inch/ 650B Front Wheels,32778.22,293.15
9/30/2022,27.5 inch/ 650B Rear Wheels,163862.13,737.41
9/30/2022,27.5 inch/ 650B Wheel Sets,352667.84,1137.92
9/30/2022,29 inch Front Wheels,193808.38,854.70
9/30/2022,29 inch Rear Wheels,424809.28,1945.23
9/30/2022,29 inch Wheel Sets,1198603.60,2213.11
9/30/2022,Other Front Wheels,1596.00,10.64
9/30/2022,Other Rear Wheels,0.00,0.00
9/30/2022,Other Wheel Sets,45976.69,553.59
9/30/2022,Grand Total,696257465.37,10674743.33
10/31/2022,Bike Footwear,7984725.32,65905.66
10/31/2022,Bike Sandals,6133.23,48.24
10/31/2022,Mountain Shoes,3739439.05,32404.91
10/31/2022,Other Bike Shoes,130180.96,891.15
10/31/2022,Road Shoes,4108972.08,32561.36
10/31/2022,Bike Gloves,2705013.48,88899.72
10/31/2022,Bike Glove Liners,2621.46,80.71
10/31/2022,Fingerless Bike Gloves,862640.48,33733.95
10/31/2022,Full Finger Bike Gloves,1839751.54,55085.06
10/31/2022,Bike Lights,8624960.14,248743.79
10/31/2022,Bike Headlights,2483286.93,45245.47
10/31/2022,Bike Light Accessories,59305.77,4885.40
10/31/2022,Bike Light Sets,3538707.25,108151.93
10/31/2022,Bike Taillights,1936579.27,43375.56
10/31/2022,Other Bike Lights,607080.92,47085.43
10/31/2022,Bike Pumps,6077485.68,339664.78
10/31/2022,C02 Frame Pumps,367024.64,17676.71
10/31/2022,Floor Pumps,4070474.32,176712.91
10/31/2022,Manual Frame Pumps,896352.20,41530.20
10/31/2022,Pump Accessories,601602.54,100463.76
10/31/2022,Shock Pumps,142031.98,3281.20
10/31/2022,Bike Rentals,1643609.09,36306.03
10/31/2022,Bike Rentals,1643609.09,36306.03
10/31/2022,Bike Service/Repairs,28027291.00,996284.25
10/31/2022,Bike Service/Repairs,28027291.00,996284.25
10/31/2022,BMX,8630658.22,55980.88
10/31/2022,BMX/Race Bicycles,3849708.04,25569.88
10/31/2022,Freestyle Bicycles,4780950.18,30411.00
10/31/2022,Childrens,37870008.47,305308.53
10/31/2022,12 inch Bicycles,5209954.21,58039.91
10/31/2022,14 inch Bicycles,712809.87,5483.75
10/31/2022,16 inch Bicycles,8217557.40,78353.87
10/31/2022,18 inch Bicycles,3913138.79,36249.22
10/31/2022,20 inch Bicycles,9425482.07,70847.62
10/31/2022,24 inch Bicycles,10021287.67,52998.02
10/31/2022,Balance Bikes,321253.92,2714.11
10/31/2022,Tricycles,48524.54,622.03
10/31/2022,Components,25280268.99,812467.30
10/31/2022,Bar Ends,26839.29,1577.95
10/31/2022,Bottom Brackets,485902.22,14938.87
10/31/2022,Brake and Shifting Cables,1023174.70,186176.77
10/31/2022,Brake Parts - Disks,1178666.26,25504.68
10/31/2022,Brake Parts - Levers,268639.11,5249.13
10/31/2022,Brake Parts - Other,561090.32,26606.58
10/31/2022,Brake Parts - Pads,1685253.22,104148.55
10/31/2022,Brake Parts - Rims,65236.73,990.70
10/31/2022,Brakes - Disk - Hydraulic,172085.83,1466.63
10/31/2022,Brakes - Disk - Hydraulic Sets,638322.95,6441.08
10/31/2022,Brakes - Disk - Mechanical,59653.37,1334.25
10/31/2022,Brakes - Disk - Mechanical Sets,0.00,0.00
10/31/2022,Brakes - Rim Sets,13153.07,282.21
10/31/2022,Brakes - Rims,69771.77,2835.13
10/31/2022,Cassettes/Freewheels,2687234.01,33690.48
10/31/2022,Chainrings,556423.33,9784.01
10/31/2022,Chains,2676830.70,95928.91
10/31/2022,Component Groups,727078.09,2005.54
10/31/2022,Cranksets,950725.66,6073.08
10/31/2022,Front Derailleurs,254372.08,3822.91
10/31/2022,Handlebar Grips,1108301.35,53152.43
10/31/2022,Handlebar Tape,802892.02,28381.76
10/31/2022,Handlebars,789796.67,8319.03
10/31/2022,Headsets,141195.96,3113.61
10/31/2022,Other Component Parts,4334478.82,137858.72
10/31/2022,Rear Derailleurs,1432732.45,16871.94
10/31/2022,Seatposts,1148283.36,11979.62
10/31/2022,Shift/Brake Combo,469324.40,3516.64
10/31/2022,Shifters,289826.01,7855.57
10/31/2022,Stems,662985.24,12560.52
10/31/2022,Electric Bicycles,50920467.30,31671.16
10/31/2022,Electric Lifestyle/Leisure Bicycles- Class 1,3121735.42,1696.98
10/31/2022,Electric Lifestyle/Leisure Bicycles- Class 2,509283.70,396.24
10/31/2022,Electric Lifestyle/Leisure Bicycles- Class 3,175666.68,76.46
10/31/2022,Electric Lifestyle/Leisure Bicycles- Not Specified,8569.50,9.85
10/31/2022,Electric Mountain Bicycles- Class 1,14563676.85,2992.49
10/31/2022,Electric Mountain Bicycles- Class 2,1197462.74,550.76
10/31/2022,Electric Mountain Bicycles- Class 3,40978.27,11.15
10/31/2022,Electric Mountain Bicycles- Not Specified,0.00,0.00
10/31/2022,Electric Other Bicycles- Class 1,4256901.98,3168.08
10/31/2022,Electric Other Bicycles- Class 2,5255759.29,11134.65
10/31/2022,Electric Other Bicycles- Class 3,1240498.23,1898.15
10/31/2022,Electric Other Bicycles- Not Specified,202771.10,1041.35
10/31/2022,Electric Road Bicycles- Class 1,1207474.68,217.88
10/31/2022,Electric Road Bicycles- Class 2,53171.21,34.65
10/31/2022,Electric Road Bicycles- Class 3,285199.11,61.95
10/31/2022,Electric Road Bicycles- Not Specified,4742.97,2.79
10/31/2022,Electric Transit/Fitness Bicycles- Class 1,7649961.09,3554.27
10/31/2022,Electric Transit/Fitness Bicycles- Class 2,2589977.32,1917.24
10/31/2022,Electric Transit/Fitness Bicycles- Class 3,8466187.52,2870.04
10/31/2022,Electric Transit/Fitness Bicycles- Not Specified,90449.64,36.18
10/31/2022,Electronics,4890735.64,51206.54
10/31/2022,Cyclo-Computers,2452697.70,11131.09
10/31/2022,Electronic Accessories,2153362.70,39507.37
10/31/2022,Power Meters,284675.24,568.08
10/31/2022,Fenders,582970.84,15175.95
10/31/2022,Fender Sets,385154.03,6469.60
10/31/2022,Front Fenders,124709.02,5401.57
10/31/2022,Rear Fenders,73107.79,3304.78
10/31/2022,Forks & Suspension,1502032.68,3404.82
10/31/2022,26 Inch,4250.96,31.99
10/31/2022,700C,10958.91,89.47
10/31/2022,Other Rigid Forks,56613.39,258.89
10/31/2022,Suspension Fork,1230291.00,2437.78
10/31/2022,Suspension Rear,199918.42,586.69
10/31/2022,Frames,2897866.55,1528.54
10/31/2022,BMX Frames,11231.57,18.93
10/31/2022,Cyclocross/Gravel Frames,330792.56,157.26
10/31/2022,Mountain Frames,906152.56,408.10
10/31/2022,Road Frames,1649689.86,944.25
10/31/2022,Helmets,19421234.88,467184.37
10/31/2022,Full Face Helmets,717342.69,6855.42
10/31/2022,Helmet Accessories,28850.06,1170.56
10/31/2022,Regular Helmets,18675042.13,459158.39
10/31/2022,Lifestyle/Leisure,7555936.37,33196.83
10/31/2022,Comfort Bicycles,1842946.18,4053.90
10/31/2022,Cruiser/Classic Bicycles,5712990.19,29142.93
10/31/2022,Locks,7500899.30,325777.50
10/31/2022,Cable Locks,3172466.36,238830.31
10/31/2022,Chain Locks,745406.45,13865.33
10/31/2022,Folding Locks,463541.33,4869.70
10/31/2022,Lock Accessories,90095.35,3895.69
10/31/2022,Other Locks,85738.18,1721.69
10/31/2022,U-Locks,2943651.63,62594.78
10/31/2022,Mountain,59089548.87,95247.43
10/31/2022,"Downhill Bicycles-26""",101.69,6.80
10/31/2022,"Downhill Bicycles-27.5""/650B",0.00,0.00
10/31/2022,"Downhill Bicycles-29""",5399.99,1.00
10/31/2022,Downhill Bicycles-Not Specified,0.00,0.00
10/31/2022,"Front Suspension Bicycles-26""",5585599.01,30864.36
10/31/2022,"Front Suspension Bicycles-27.5""/650B",7251339.91,13183.99
10/31/2022,"Front Suspension Bicycles-29""",12458607.76,18775.85
10/31/2022,Front Suspension Bicycles-Not Specified,5175.51,9.08
10/31/2022,"Full Suspension Bicycles-26""",2395383.48,15671.37
10/31/2022,"Full Suspension Bicycles-27.5""/650B",3158058.93,1213.30
10/31/2022,"Full Suspension Bicycles-29""",25492112.67,9812.69
10/31/2022,Full Suspension Bicycles-Not Specified,0.00,0.00
10/31/2022,"Single Speed Mountain Bicycles-26""",9556.67,24.35
10/31/2022,"Single Speed Mountain Bicycles-27.5""/650B",0.00,0.00
10/31/2022,"Single Speed Mountain Bicycles-29""",0.00,0.00
10/31/2022,"Unsuspended Bicycles-26""",1656498.21,4772.35
10/31/2022,"Unsuspended Bicycles-27.5""/650B",981496.49,692.00
10/31/2022,"Unsuspended Bicycles-29""",90218.55,220.29
10/31/2022,Unsuspended Bicycles-Not Specified,0.00,0.00
10/31/2022,On-Bike Packs,2692235.98,54793.19
10/31/2022,Frame Bags,497953.85,13078.99
10/31/2022,Handlebar Bags,328974.81,8368.21
10/31/2022,Pannier/Rack Packs,1199435.89,11910.15
10/31/2022,Seat/Seat post Bags,665871.43,21435.84
10/31/2022,On-Bike Racks,2447195.04,68361.08
10/31/2022,Bike Baskets,1165114.88,40133.43
10/31/2022,Front Bike Racks,101002.96,529.27
10/31/2022,Front/Rear Rack Sets,2707.71,59.36
10/31/2022,Rear Rack Frame,1112223.63,26267.25
10/31/2022,Rear Rack Seatpost,66145.86,1371.77
10/31/2022,Other Bicycles,23134927.54,57972.92
10/31/2022,Folding Bicycles,1096935.19,2657.70
10/31/2022,Other Bicycles,110753.02,106.46
10/31/2022,Recumbent Bicycles,1010446.72,1027.60
10/31/2022,Stationary Bikes,19606056.35,50616.00
10/31/2022,Three Wheeler Bicycles,1262354.29,2968.24
10/31/2022,Unicycles,48381.97,596.92
10/31/2022,Pedals,5533078.65,141118.65
10/31/2022,MTB Clipless Pedals,1338801.02,13953.61
10/31/2022,Pedals Accessories,810283.08,68061.31
10/31/2022,Platform Pedals,1894555.57,46554.46
10/31/2022,Road Clipless Pedals,1489438.98,12549.27
10/31/2022,Repairs/Maintenance,7484985.47,558385.20
10/31/2022,Bike Multi Tools,876058.74,34602.19
10/31/2022,Bike Patch Tool Kits,369378.72,54320.16
10/31/2022,Bike Patch Tools,1212223.73,153060.78
10/31/2022,Bike Shop Tools,1195671.73,55204.87
10/31/2022,Lubes/Cleaners,3367663.97,258865.29
10/31/2022,Workstands,463988.58,2331.91
10/31/2022,Road,34520821.71,12387.08
10/31/2022,Cyclocross/Gravel Bicycles,12906282.47,5009.85
10/31/2022,Sport Performance Road Bicycles,20230052.22,6567.40
10/31/2022,Touring Road Bicycles,411574.00,270.76
10/31/2022,Track/Single Speed Bicycles,127112.79,411.99
10/31/2022,Triathlon Bicycles,845800.23,127.08
10/31/2022,Saddles/Pads,4532314.99,99612.65
10/31/2022,Comfort Saddles,2301970.16,58233.02
10/31/2022,Other Saddles,131098.80,4116.85
10/31/2022,Pads/Covers,372341.10,21174.08
10/31/2022,Performance Saddles,1726904.93,16088.70
10/31/2022,Tandem,159891.16,298.96
10/31/2022,All Terrain Tandem Bicycles,0.00,0.00
10/31/2022,Comfort/Cross Tandem Bicycles,80575.42,173.41
10/31/2022,Road Tandem Bicycles,79315.74,125.55
10/31/2022,Tires/Tubes,21003493.28,1398085.30
10/31/2022,Other Tubes,803403.24,105547.45
10/31/2022,Tire 12-24 Inch,981691.93,49674.06
10/31/2022,Tire 26 Inch,2044353.18,78149.29
10/31/2022,Tire 27 Inch/700C/650C,5754880.96,117769.86
10/31/2022,Tire 27.5 Inch/650B,952051.06,17284.91
10/31/2022,Tire 29 Inch,1591839.28,27372.42
10/31/2022,Tire OTHER,3817.55,195.64
10/31/2022,Tires/Tubes Accessories,1294224.33,110671.11
10/31/2022,Tube 20 Inch,987065.19,120477.25
10/31/2022,Tube 24 X,444682.53,58189.94
10/31/2022,Tube 26 X,2462307.23,291358.45
10/31/2022,Tube 27.5/650B,503280.62,55807.64
10/31/2022,Tube 27/700C/650C,2512892.25,286682.99
10/31/2022,Tube 29 X,667003.93,78904.29
10/31/2022,Trailers,1930760.61,11855.13
10/31/2022,Cargo Trailers,216925.99,1160.29
10/31/2022,Kid Trailers/Carriers,1587562.02,9842.00
10/31/2022,Trail A Bikes,126272.60,852.84
10/31/2022,Trainers/Rollers,5118911.49,20665.69
10/31/2022,Trainers/Rollers,4241144.31,8716.44
10/31/2022,Trainers/Rollers Accessories,877767.18,11949.25
10/31/2022,Transit/Fitness,21655890.39,40290.99
10/31/2022,Commuter/Town Bicycles,2649869.82,4627.18
10/31/2022,Cross/Hybrid Bicycles,19006020.57,35663.81
10/31/2022,Water Bottle Cages,2015611.31,119167.52
10/31/2022,Water Bottle Cages,2015611.31,119167.52
10/31/2022,Wheel Parts,1244232.27,161003.17
10/31/2022,26 Inch Rims,16650.56,182.49
10/31/2022,27 Inch Rims,0.00,0.00
10/31/2022,27.5 Inch/ 650B Rims,84635.86,405.62
10/31/2022,29 Inch Rims,72936.00,352.97
10/31/2022,650C Rims,0.00,0.00
10/31/2022,700C Rims,60414.27,611.86
10/31/2022,Hubs,205702.76,1888.55
10/31/2022,Other Rims,-962.39,134.59
10/31/2022,Other Wheel Parts,528433.74,58348.50
10/31/2022,Skewers,63373.87,3232.16
10/31/2022,Spokes,213047.60,95846.43
10/31/2022,Wheels,5115123.20,28280.39
10/31/2022,<=24 inch Front Wheels,10473.68,161.56
10/31/2022,<=24 inch Rear Wheels,20465.35,235.14
10/31/2022,<=24 inch Wheel Sets,56110.80,1741.95
10/31/2022,26 inch Front Wheels,29356.79,349.38
10/31/2022,26 inch Rear Wheels,74068.99,964.25
10/31/2022,26 inch Wheel Sets,176234.65,2296.49
10/31/2022,27 inch/ 700C/ 650C Front Wheels,808227.17,1777.58
10/31/2022,27 inch/ 700C/ 650C Rear Wheels,767171.39,2273.25
10/31/2022,27 inch/ 700C/ 650C Wheel Sets,1487160.64,5351.26
10/31/2022,27.5 inch/ 650B Front Wheels,46600.77,153.58
10/31/2022,27.5 inch/ 650B Rear Wheels,86433.23,338.56
10/31/2022,27.5 inch/ 650B Wheel Sets,214323.42,808.28
10/31/2022,29 inch Front Wheels,130839.77,602.15
10/31/2022,29 inch Rear Wheels,317187.36,1462.87
10/31/2022,29 inch Wheel Sets,763497.34,1389.14
10/31/2022,Other Front Wheels,6855.87,36.18
10/31/2022,Other Rear Wheels,11978.72,24.12
10/31/2022,Other Wheel Sets,108137.26,8314.65
10/31/2022,Grand Total,419795185.91,6746232.00
11/30/2022,Bike Footwear,7967768.37,65106.53
11/30/2022,Bike Sandals,10862.49,110.67
11/30/2022,Mountain Shoes,3372019.49,29184.60
11/30/2022,Other Bike Shoes,358918.21,1964.16
11/30/2022,Road Shoes,4225968.18,33847.10
11/30/2022,Bike Gloves,2823520.47,86881.52
11/30/2022,Bike Glove Liners,2389.10,118.70
11/30/2022,Fingerless Bike Gloves,648224.91,26141.47
11/30/2022,Full Finger Bike Gloves,2172906.46,60621.35
11/30/2022,Bike Lights,8375715.68,225229.82
11/30/2022,Bike Headlights,2373065.81,45727.35
11/30/2022,Bike Light Accessories,53189.09,4589.54
11/30/2022,Bike Light Sets,2921378.09,87613.93
11/30/2022,Bike Taillights,2442844.77,44400.91
11/30/2022,Other Bike Lights,585237.92,42898.09
11/30/2022,Bike Pumps,4566792.93,262509.91
11/30/2022,C02 Frame Pumps,234026.23,11405.79
11/30/2022,Floor Pumps,3088150.72,137885.38
11/30/2022,Manual Frame Pumps,678098.64,31747.81
11/30/2022,Pump Accessories,450771.48,78822.88
11/30/2022,Shock Pumps,115745.86,2648.05
11/30/2022,Bike Rentals,1612802.58,59083.38
11/30/2022,Bike Rentals,1612802.58,59083.38
11/30/2022,Bike Service/Repairs,22083508.96,797891.58
11/30/2022,Bike Service/Repairs,22083508.96,797891.58
11/30/2022,BMX,12192371.85,84604.92
11/30/2022,BMX/Race Bicycles,5400380.47,40301.09
11/30/2022,Freestyle Bicycles,6791991.38,44303.83
11/30/2022,Childrens,69932494.52,756804.26
11/30/2022,12 inch Bicycles,10710507.26,154710.54
11/30/2022,14 inch Bicycles,1256260.44,10893.87
11/30/2022,16 inch Bicycles,17011790.58,215456.00
11/30/2022,18 inch Bicycles,7896227.36,94152.64
11/30/2022,20 inch Bicycles,18762627.26,198208.29
11/30/2022,24 inch Bicycles,13805401.31,78815.98
11/30/2022,Balance Bikes,405766.00,3498.93
11/30/2022,Tricycles,83914.31,1068.01
11/30/2022,Components,26499216.32,683201.00
11/30/2022,Bar Ends,40922.16,1003.99
11/30/2022,Bottom Brackets,483454.59,14734.25
11/30/2022,Brake and Shifting Cables,815844.42,145854.79
11/30/2022,Brake Parts - Disks,1270475.34,28631.69
11/30/2022,Brake Parts - Levers,280975.22,4235.28
11/30/2022,Brake Parts - Other,602883.65,25395.00
11/30/2022,Brake Parts - Pads,1418005.60,81432.88
11/30/2022,Brake Parts - Rims,112379.05,1343.76
11/30/2022,Brakes - Disk - Hydraulic,212063.51,2057.35
11/30/2022,Brakes - Disk - Hydraulic Sets,1192466.33,11933.29
11/30/2022,Brakes - Disk - Mechanical,62240.62,1152.73
11/30/2022,Brakes - Disk - Mechanical Sets,0.00,0.00
11/30/2022,Brakes - Rim Sets,7543.30,214.93
11/30/2022,Brakes - Rims,54468.35,1827.32
11/30/2022,Cassettes/Freewheels,3073282.85,36781.45
11/30/2022,Chainrings,518238.25,9121.71
11/30/2022,Chains,2269242.79,77035.68
11/30/2022,Component Groups,2012731.07,4969.23
11/30/2022,Cranksets,1184812.24,6217.53
11/30/2022,Front Derailleurs,273883.94,2889.54
11/30/2022,Handlebar Grips,789717.53,37731.08
11/30/2022,Handlebar Tape,634032.62,22699.30
11/30/2022,Handlebars,852344.31,7903.38
